step,env_id,time_s,active
0,0,0.0,0
0,1,0.0,0
0,2,0.0,0
0,3,0.0,0
0,4,0.0,0
0,5,0.0,0
0,6,0.0,0
0,7,0.0,0
1,0,0.01,0
1,1,0.01,0
1,2,0.01,0
1,3,0.01,0
1,4,0.01,1
1,5,0.01,0
1,6,0.01,0
1,7,0.01,1
2,0,0.02,0
2,1,0.02,0
2,2,0.02,0
2,3,0.02,0
2,4,0.02,1
2,5,0.02,0
2,6,0.02,0
2,7,0.02,1
3,0,0.03,0
3,1,0.03,0
3,2,0.03,0
3,3,0.03,0
3,4,0.03,1
3,5,0.03,0
3,6,0.03,0
3,7,0.03,1
4,0,0.04,0
4,1,0.04,0
4,2,0.04,0
4,3,0.04,0
4,4,0.04,1
4,5,0.04,1
4,6,0.04,0
4,7,0.04,1
5,0,0.05,0
5,1,0.05,0
5,2,0.05,0
5,3,0.05,0
5,4,0.05,1
5,5,0.05,1
5,6,0.05,1
5,7,0.05,1
6,0,0.06,0
6,1,0.06,0
6,2,0.06,0
6,3,0.06,0
6,4,0.06,1
6,5,0.06,1
6,6,0.06,1
6,7,0.06,0
7,0,0.07,0
7,1,0.07,0
7,2,0.07,0
7,3,0.07,0
7,4,0.07,1
7,5,0.07,1
7,6,0.07,1
7,7,0.07,0
8,0,0.08,0
8,1,0.08,0
8,2,0.08,0
8,3,0.08,0
8,4,0.08,1
8,5,0.08,1
8,6,0.08,1
8,7,0.08,1
9,0,0.09,1
9,1,0.09,1
9,2,0.09,1
9,3,0.09,1
9,4,0.09,1
9,5,0.09,1
9,6,0.09,0
9,7,0.09,1
10,0,0.1,1
10,1,0.1,0
10,2,0.1,1
10,3,0.1,1
10,4,0.1,1
10,5,0.1,1
10,6,0.1,0
10,7,0.1,1
11,0,0.11,1
11,1,0.11,0
11,2,0.11,1
11,3,0.11,1
11,4,0.11,1
11,5,0.11,1
11,6,0.11,0
11,7,0.11,1
12,0,0.12,1
12,1,0.12,0
12,2,0.12,1
12,3,0.12,1
12,4,0.12,1
12,5,0.12,1
12,6,0.12,0
12,7,0.12,1
13,0,0.13,1
13,1,0.13,0
13,2,0.13,1
13,3,0.13,1
13,4,0.13,1
13,5,0.13,1
13,6,0.13,0
13,7,0.13,1
14,0,0.14,1
14,1,0.14,0
14,2,0.14,1
14,3,0.14,1
14,4,0.14,1
14,5,0.14,1
14,6,0.14,0
14,7,0.14,1
15,0,0.15,1
15,1,0.15,0
15,2,0.15,1
15,3,0.15,1
15,4,0.15,1
15,5,0.15,1
15,6,0.15,0
15,7,0.15,1
16,0,0.16,1
16,1,0.16,0
16,2,0.16,0
16,3,0.16,1
16,4,0.16,1
16,5,0.16,1
16,6,0.16,1
16,7,0.16,1
17,0,0.17,1
17,1,0.17,0
17,2,0.17,0
17,3,0.17,1
17,4,0.17,1
17,5,0.17,1
17,6,0.17,1
17,7,0.17,1
18,0,0.18,1
18,1,0.18,0
18,2,0.18,1
18,3,0.18,1
18,4,0.18,1
18,5,0.18,1
18,6,0.18,1
18,7,0.18,1
19,0,0.19,1
19,1,0.19,0
19,2,0.19,1
19,3,0.19,1
19,4,0.19,1
19,5,0.19,1
19,6,0.19,0
19,7,0.19,1
20,0,0.2,1
20,1,0.2,0
20,2,0.2,1
20,3,0.2,1
20,4,0.2,1
20,5,0.2,1
20,6,0.2,0
20,7,0.2,1
21,0,0.21,1
21,1,0.21,0
21,2,0.21,1
21,3,0.21,1
21,4,0.21,0
21,5,0.21,0
21,6,0.21,0
21,7,0.21,1
22,0,0.22,1
22,1,0.22,1
22,2,0.22,1
22,3,0.22,0
22,4,0.22,1
22,5,0.22,0
22,6,0.22,1
22,7,0.22,1
23,0,0.23,1
23,1,0.23,1
23,2,0.23,1
23,3,0.23,1
23,4,0.23,1
23,5,0.23,0
23,6,0.23,1
23,7,0.23,1
24,0,0.24,1
24,1,0.24,1
24,2,0.24,1
24,3,0.24,1
24,4,0.24,1
24,5,0.24,0
24,6,0.24,1
24,7,0.24,1
25,0,0.25,1
25,1,0.25,1
25,2,0.25,1
25,3,0.25,1
25,4,0.25,1
25,5,0.25,0
25,6,0.25,1
25,7,0.25,1
26,0,0.26,1
26,1,0.26,1
26,2,0.26,1
26,3,0.26,1
26,4,0.26,1
26,5,0.26,0
26,6,0.26,1
26,7,0.26,1
27,0,0.27,1
27,1,0.27,1
27,2,0.27,1
27,3,0.27,1
27,4,0.27,1
27,5,0.27,0
27,6,0.27,1
27,7,0.27,1
28,0,0.28,0
28,1,0.28,1
28,2,0.28,1
28,3,0.28,1
28,4,0.28,1
28,5,0.28,0
28,6,0.28,1
28,7,0.28,1
29,0,0.29,0
29,1,0.29,1
29,2,0.29,1
29,3,0.29,1
29,4,0.29,0
29,5,0.29,1
29,6,0.29,1
29,7,0.29,1
30,0,0.3,0
30,1,0.3,1
30,2,0.3,1
30,3,0.3,1
30,4,0.3,0
30,5,0.3,1
30,6,0.3,1
30,7,0.3,1
31,0,0.31,0
31,1,0.31,1
31,2,0.31,1
31,3,0.31,1
31,4,0.31,0
31,5,0.31,1
31,6,0.31,1
31,7,0.31,1
32,0,0.32,0
32,1,0.32,1
32,2,0.32,1
32,3,0.32,1
32,4,0.32,0
32,5,0.32,1
32,6,0.32,1
32,7,0.32,1
33,0,0.33,0
33,1,0.33,1
33,2,0.33,1
33,3,0.33,1
33,4,0.33,0
33,5,0.33,1
33,6,0.33,1
33,7,0.33,1
34,0,0.34,0
34,1,0.34,1
34,2,0.34,1
34,3,0.34,1
34,4,0.34,0
34,5,0.34,1
34,6,0.34,1
34,7,0.34,1
35,0,0.35,0
35,1,0.35,1
35,2,0.35,0
35,3,0.35,0
35,4,0.35,0
35,5,0.35,1
35,6,0.35,1
35,7,0.35,1
36,0,0.36,0
36,1,0.36,1
36,2,0.36,0
36,3,0.36,0
36,4,0.36,1
36,5,0.36,0
36,6,0.36,1
36,7,0.36,1
37,0,0.37,0
37,1,0.37,1
37,2,0.37,0
37,3,0.37,0
37,4,0.37,1
37,5,0.37,0
37,6,0.37,1
37,7,0.37,1
38,0,0.38,0
38,1,0.38,1
38,2,0.38,0
38,3,0.38,0
38,4,0.38,1
38,5,0.38,0
38,6,0.38,1
38,7,0.38,1
39,0,0.39,0
39,1,0.39,1
39,2,0.39,0
39,3,0.39,1
39,4,0.39,1
39,5,0.39,0
39,6,0.39,1
39,7,0.39,1
40,0,0.4,0
40,1,0.4,1
40,2,0.4,0
40,3,0.4,1
40,4,0.4,1
40,5,0.4,0
40,6,0.4,1
40,7,0.4,1
41,0,0.41,0
41,1,0.41,1
41,2,0.41,0
41,3,0.41,1
41,4,0.41,1
41,5,0.41,0
41,6,0.41,0
41,7,0.41,0
42,0,0.42,0
42,1,0.42,0
42,2,0.42,0
42,3,0.42,1
42,4,0.42,1
42,5,0.42,0
42,6,0.42,0
42,7,0.42,0
43,0,0.43,0
43,1,0.43,0
43,2,0.43,0
43,3,0.43,1
43,4,0.43,1
43,5,0.43,0
43,6,0.43,0
43,7,0.43,1
44,0,0.44,0
44,1,0.44,0
44,2,0.44,0
44,3,0.44,1
44,4,0.44,1
44,5,0.44,0
44,6,0.44,1
44,7,0.44,1
45,0,0.45,0
45,1,0.45,0
45,2,0.45,0
45,3,0.45,1
45,4,0.45,1
45,5,0.45,0
45,6,0.45,1
45,7,0.45,1
46,0,0.46,0
46,1,0.46,0
46,2,0.46,0
46,3,0.46,1
46,4,0.46,1
46,5,0.46,0
46,6,0.46,1
46,7,0.46,1
47,0,0.47,1
47,1,0.47,0
47,2,0.47,1
47,3,0.47,1
47,4,0.47,1
47,5,0.47,0
47,6,0.47,1
47,7,0.47,1
48,0,0.48,1
48,1,0.48,0
48,2,0.48,1
48,3,0.48,1
48,4,0.48,1
48,5,0.48,0
48,6,0.48,1
48,7,0.48,1
49,0,0.49,1
49,1,0.49,0
49,2,0.49,1
49,3,0.49,1
49,4,0.49,1
49,5,0.49,0
49,6,0.49,1
49,7,0.49,1
50,0,0.5,1
50,1,0.5,0
50,2,0.5,1
50,3,0.5,1
50,4,0.5,1
50,5,0.5,0
50,6,0.5,0
50,7,0.5,1
51,0,0.51,1
51,1,0.51,0
51,2,0.51,1
51,3,0.51,1
51,4,0.51,0
51,5,0.51,0
51,6,0.51,0
51,7,0.51,1
52,0,0.52,1
52,1,0.52,0
52,2,0.52,1
52,3,0.52,1
52,4,0.52,0
52,5,0.52,0
52,6,0.52,0
52,7,0.52,1
53,0,0.53,1
53,1,0.53,0
53,2,0.53,1
53,3,0.53,1
53,4,0.53,0
53,5,0.53,0
53,6,0.53,0
53,7,0.53,1
54,0,0.54,1
54,1,0.54,1
54,2,0.54,1
54,3,0.54,1
54,4,0.54,0
54,5,0.54,0
54,6,0.54,0
54,7,0.54,1
55,0,0.55,1
55,1,0.55,0
55,2,0.55,1
55,3,0.55,1
55,4,0.55,0
55,5,0.55,0
55,6,0.55,0
55,7,0.55,1
56,0,0.56,1
56,1,0.56,0
56,2,0.56,1
56,3,0.56,1
56,4,0.56,0
56,5,0.56,0
56,6,0.56,0
56,7,0.56,1
57,0,0.57,1
57,1,0.57,0
57,2,0.57,1
57,3,0.57,1
57,4,0.57,0
57,5,0.57,0
57,6,0.57,0
57,7,0.57,0
58,0,0.58,1
58,1,0.58,0
58,2,0.58,1
58,3,0.58,1
58,4,0.58,0
58,5,0.58,0
58,6,0.58,0
58,7,0.58,0
59,0,0.59,1
59,1,0.59,0
59,2,0.59,1
59,3,0.59,0
59,4,0.59,0
59,5,0.59,1
59,6,0.59,0
59,7,0.59,0
60,0,0.6,1
60,1,0.6,0
60,2,0.6,1
60,3,0.6,0
60,4,0.6,0
60,5,0.6,1
60,6,0.6,0
60,7,0.6,0
61,0,0.61,1
61,1,0.61,0
61,2,0.61,1
61,3,0.61,0
61,4,0.61,0
61,5,0.61,1
61,6,0.61,0
61,7,0.61,0
62,0,0.62,1
62,1,0.62,0
62,2,0.62,1
62,3,0.62,0
62,4,0.62,1
62,5,0.62,1
62,6,0.62,0
62,7,0.62,0
63,0,0.63,1
63,1,0.63,0
63,2,0.63,1
63,3,0.63,0
63,4,0.63,1
63,5,0.63,1
63,6,0.63,0
63,7,0.63,0
64,0,0.64,1
64,1,0.64,0
64,2,0.64,1
64,3,0.64,0
64,4,0.64,1
64,5,0.64,1
64,6,0.64,1
64,7,0.64,0
65,0,0.65,1
65,1,0.65,0
65,2,0.65,1
65,3,0.65,0
65,4,0.65,1
65,5,0.65,1
65,6,0.65,1
65,7,0.65,0
66,0,0.66,1
66,1,0.66,0
66,2,0.66,0
66,3,0.66,0
66,4,0.66,1
66,5,0.66,1
66,6,0.66,1
66,7,0.66,0
67,0,0.67,1
67,1,0.67,0
67,2,0.67,0
67,3,0.67,0
67,4,0.67,1
67,5,0.67,1
67,6,0.67,0
67,7,0.67,0
68,0,0.68,1
68,1,0.68,0
68,2,0.68,0
68,3,0.68,1
68,4,0.68,1
68,5,0.68,1
68,6,0.68,0
68,7,0.68,0
69,0,0.69,1
69,1,0.69,0
69,2,0.69,0
69,3,0.69,1
69,4,0.69,1
69,5,0.69,1
69,6,0.69,1
69,7,0.69,0
70,0,0.7,1
70,1,0.7,0
70,2,0.7,0
70,3,0.7,1
70,4,0.7,1
70,5,0.7,1
70,6,0.7,1
70,7,0.7,0
71,0,0.71,1
71,1,0.71,0
71,2,0.71,0
71,3,0.71,1
71,4,0.71,1
71,5,0.71,1
71,6,0.71,1
71,7,0.71,0
72,0,0.72,1
72,1,0.72,0
72,2,0.72,0
72,3,0.72,1
72,4,0.72,1
72,5,0.72,1
72,6,0.72,1
72,7,0.72,0
73,0,0.73,0
73,1,0.73,0
73,2,0.73,0
73,3,0.73,1
73,4,0.73,1
73,5,0.73,1
73,6,0.73,1
73,7,0.73,0
74,0,0.74,0
74,1,0.74,0
74,2,0.74,0
74,3,0.74,1
74,4,0.74,1
74,5,0.74,1
74,6,0.74,1
74,7,0.74,0
75,0,0.75,0
75,1,0.75,0
75,2,0.75,0
75,3,0.75,1
75,4,0.75,1
75,5,0.75,1
75,6,0.75,1
75,7,0.75,1
76,0,0.76,0
76,1,0.76,0
76,2,0.76,1
76,3,0.76,1
76,4,0.76,1
76,5,0.76,1
76,6,0.76,1
76,7,0.76,1
77,0,0.77,0
77,1,0.77,0
77,2,0.77,1
77,3,0.77,1
77,4,0.77,1
77,5,0.77,1
77,6,0.77,1
77,7,0.77,1
78,0,0.78,1
78,1,0.78,0
78,2,0.78,1
78,3,0.78,1
78,4,0.78,0
78,5,0.78,1
78,6,0.78,1
78,7,0.78,1
79,0,0.79,1
79,1,0.79,0
79,2,0.79,1
79,3,0.79,0
79,4,0.79,0
79,5,0.79,0
79,6,0.79,1
79,7,0.79,1
80,0,0.8,1
80,1,0.8,0
80,2,0.8,1
80,3,0.8,0
80,4,0.8,1
80,5,0.8,0
80,6,0.8,1
80,7,0.8,1
81,0,0.81,1
81,1,0.81,0
81,2,0.81,1
81,3,0.81,0
81,4,0.81,1
81,5,0.81,0
81,6,0.81,1
81,7,0.81,1
82,0,0.82,1
82,1,0.82,1
82,2,0.82,1
82,3,0.82,0
82,4,0.82,1
82,5,0.82,0
82,6,0.82,1
82,7,0.82,1
83,0,0.83,1
83,1,0.83,1
83,2,0.83,1
83,3,0.83,0
83,4,0.83,1
83,5,0.83,0
83,6,0.83,1
83,7,0.83,1
84,0,0.84,1
84,1,0.84,1
84,2,0.84,1
84,3,0.84,0
84,4,0.84,1
84,5,0.84,0
84,6,0.84,0
84,7,0.84,1
85,0,0.85,1
85,1,0.85,1
85,2,0.85,1
85,3,0.85,0
85,4,0.85,1
85,5,0.85,0
85,6,0.85,0
85,7,0.85,1
86,0,0.86,1
86,1,0.86,1
86,2,0.86,1
86,3,0.86,1
86,4,0.86,1
86,5,0.86,0
86,6,0.86,0
86,7,0.86,1
87,0,0.87,1
87,1,0.87,1
87,2,0.87,1
87,3,0.87,1
87,4,0.87,1
87,5,0.87,0
87,6,0.87,0
87,7,0.87,1
88,0,0.88,1
88,1,0.88,1
88,2,0.88,1
88,3,0.88,1
88,4,0.88,1
88,5,0.88,0
88,6,0.88,0
88,7,0.88,1
89,0,0.89,1
89,1,0.89,1
89,2,0.89,0
89,3,0.89,1
89,4,0.89,1
89,5,0.89,0
89,6,0.89,1
89,7,0.89,1
90,0,0.9,1
90,1,0.9,1
90,2,0.9,0
90,3,0.9,1
90,4,0.9,1
90,5,0.9,0
90,6,0.9,1
90,7,0.9,1
91,0,0.91,1
91,1,0.91,1
91,2,0.91,0
91,3,0.91,1
91,4,0.91,1
91,5,0.91,0
91,6,0.91,1
91,7,0.91,1
92,0,0.92,1
92,1,0.92,1
92,2,0.92,0
92,3,0.92,1
92,4,0.92,1
92,5,0.92,0
92,6,0.92,1
92,7,0.92,1
93,0,0.93,1
93,1,0.93,1
93,2,0.93,0
93,3,0.93,1
93,4,0.93,1
93,5,0.93,0
93,6,0.93,1
93,7,0.93,1
94,0,0.94,1
94,1,0.94,1
94,2,0.94,0
94,3,0.94,1
94,4,0.94,1
94,5,0.94,0
94,6,0.94,1
94,7,0.94,1
95,0,0.95,0
95,1,0.95,1
95,2,0.95,0
95,3,0.95,1
95,4,0.95,1
95,5,0.95,0
95,6,0.95,1
95,7,0.95,0
96,0,0.96,0
96,1,0.96,1
96,2,0.96,0
96,3,0.96,1
96,4,0.96,1
96,5,0.96,0
96,6,0.96,1
96,7,0.96,0
97,0,0.97,0
97,1,0.97,1
97,2,0.97,0
97,3,0.97,0
97,4,0.97,0
97,5,0.97,0
97,6,0.97,1
97,7,0.97,0
98,0,0.98,0
98,1,0.98,1
98,2,0.98,0
98,3,0.98,0
98,4,0.98,0
98,5,0.98,0
98,6,0.98,1
98,7,0.98,1
99,0,0.99,0
99,1,0.99,1
99,2,0.99,0
99,3,0.99,1
99,4,0.99,0
99,5,0.99,1
99,6,0.99,1
99,7,0.99,1
100,0,1.0,0
100,1,1.0,1
100,2,1.0,0
100,3,1.0,1
100,4,1.0,0
100,5,1.0,0
100,6,1.0,1
100,7,1.0,1
101,0,1.01,0
101,1,1.01,1
101,2,1.01,0
101,3,1.01,1
101,4,1.01,0
101,5,1.01,0
101,6,1.01,1
101,7,1.01,1
102,0,1.02,0
102,1,1.02,0
102,2,1.02,0
102,3,1.02,1
102,4,1.02,1
102,5,1.02,0
102,6,1.02,1
102,7,1.02,1
103,0,1.03,0
103,1,1.03,1
103,2,1.03,0
103,3,1.03,1
103,4,1.03,1
103,5,1.03,0
103,6,1.03,1
103,7,1.03,1
104,0,1.04,0
104,1,1.04,1
104,2,1.04,0
104,3,1.04,1
104,4,1.04,1
104,5,1.04,0
104,6,1.04,1
104,7,1.04,1
105,0,1.05,0
105,1,1.05,1
105,2,1.05,0
105,3,1.05,1
105,4,1.05,1
105,5,1.05,0
105,6,1.05,1
105,7,1.05,1
106,0,1.06,0
106,1,1.06,1
106,2,1.06,0
106,3,1.06,1
106,4,1.06,1
106,5,1.06,0
106,6,1.06,1
106,7,1.06,1
107,0,1.07,0
107,1,1.07,0
107,2,1.07,0
107,3,1.07,1
107,4,1.07,1
107,5,1.07,0
107,6,1.07,1
107,7,1.07,1
108,0,1.08,1
108,1,1.08,0
108,2,1.08,0
108,3,1.08,1
108,4,1.08,1
108,5,1.08,0
108,6,1.08,1
108,7,1.08,1
109,0,1.09,1
109,1,1.09,0
109,2,1.09,0
109,3,1.09,1
109,4,1.09,1
109,5,1.09,0
109,6,1.09,1
109,7,1.09,1
110,0,1.1,1
110,1,1.1,0
110,2,1.1,0
110,3,1.1,1
110,4,1.1,1
110,5,1.1,0
110,6,1.1,1
110,7,1.1,0
111,0,1.11,1
111,1,1.11,0
111,2,1.11,1
111,3,1.11,1
111,4,1.11,1
111,5,1.11,0
111,6,1.11,1
111,7,1.11,0
112,0,1.12,1
112,1,1.12,0
112,2,1.12,1
112,3,1.12,1
112,4,1.12,0
112,5,1.12,0
112,6,1.12,1
112,7,1.12,0
113,0,1.13,1
113,1,1.13,0
113,2,1.13,1
113,3,1.13,1
113,4,1.13,0
113,5,1.13,0
113,6,1.13,1
113,7,1.13,0
114,0,1.14,1
114,1,1.14,0
114,2,1.14,1
114,3,1.14,0
114,4,1.14,0
114,5,1.14,0
114,6,1.14,1
114,7,1.14,0
115,0,1.15,1
115,1,1.15,0
115,2,1.15,1
115,3,1.15,0
115,4,1.15,0
115,5,1.15,0
115,6,1.15,1
115,7,1.15,0
116,0,1.16,1
116,1,1.16,0
116,2,1.16,1
116,3,1.16,0
116,4,1.16,0
116,5,1.16,1
116,6,1.16,1
116,7,1.16,0
117,0,1.17,1
117,1,1.17,1
117,2,1.17,1
117,3,1.17,0
117,4,1.17,0
117,5,1.17,1
117,6,1.17,1
117,7,1.17,0
118,0,1.18,1
118,1,1.18,1
118,2,1.18,1
118,3,1.18,0
118,4,1.18,0
118,5,1.18,1
118,6,1.18,1
118,7,1.18,0
119,0,1.19,1
119,1,1.19,1
119,2,1.19,1
119,3,1.19,0
119,4,1.19,0
119,5,1.19,1
119,6,1.19,0
119,7,1.19,0
120,0,1.2,1
120,1,1.2,1
120,2,1.2,1
120,3,1.2,0
120,4,1.2,0
120,5,1.2,1
120,6,1.2,0
120,7,1.2,0
121,0,1.21,1
121,1,1.21,1
121,2,1.21,1
121,3,1.21,0
121,4,1.21,0
121,5,1.21,1
121,6,1.21,0
121,7,1.21,0
122,0,1.22,1
122,1,1.22,1
122,2,1.22,1
122,3,1.22,0
122,4,1.22,0
122,5,1.22,1
122,6,1.22,1
122,7,1.22,1
123,0,1.23,1
123,1,1.23,1
123,2,1.23,1
123,3,1.23,0
123,4,1.23,0
123,5,1.23,1
123,6,1.23,1
123,7,1.23,1
124,0,1.24,1
124,1,1.24,1
124,2,1.24,1
124,3,1.24,0
124,4,1.24,1
124,5,1.24,1
124,6,1.24,1
124,7,1.24,1
125,0,1.25,1
125,1,1.25,1
125,2,1.25,0
125,3,1.25,1
125,4,1.25,1
125,5,1.25,1
125,6,1.25,1
125,7,1.25,1
126,0,1.26,0
126,1,1.26,1
126,2,1.26,0
126,3,1.26,1
126,4,1.26,1
126,5,1.26,1
126,6,1.26,1
126,7,1.26,1
127,0,1.27,0
127,1,1.27,1
127,2,1.27,0
127,3,1.27,1
127,4,1.27,1
127,5,1.27,1
127,6,1.27,1
127,7,1.27,1
128,0,1.28,0
128,1,1.28,1
128,2,1.28,1
128,3,1.28,1
128,4,1.28,1
128,5,1.28,1
128,6,1.28,1
128,7,1.28,1
129,0,1.29,0
129,1,1.29,1
129,2,1.29,1
129,3,1.29,1
129,4,1.29,1
129,5,1.29,1
129,6,1.29,1
129,7,1.29,1
130,0,1.3,0
130,1,1.3,1
130,2,1.3,1
130,3,1.3,1
130,4,1.3,0
130,5,1.3,1
130,6,1.3,1
130,7,1.3,1
131,0,1.31,0
131,1,1.31,1
131,2,1.31,1
131,3,1.31,1
131,4,1.31,0
131,5,1.31,1
131,6,1.31,1
131,7,1.31,0
132,0,1.32,0
132,1,1.32,0
132,2,1.32,1
132,3,1.32,1
132,4,1.32,1
132,5,1.32,1
132,6,1.32,0
132,7,1.32,1
133,0,1.33,0
133,1,1.33,0
133,2,1.33,0
133,3,1.33,1
133,4,1.33,1
133,5,1.33,1
133,6,1.33,0
133,7,1.33,1
134,0,1.34,0
134,1,1.34,0
134,2,1.34,0
134,3,1.34,1
134,4,1.34,1
134,5,1.34,0
134,6,1.34,0
134,7,1.34,1
135,0,1.35,0
135,1,1.35,1
135,2,1.35,0
135,3,1.35,1
135,4,1.35,1
135,5,1.35,0
135,6,1.35,0
135,7,1.35,1
136,0,1.36,0
136,1,1.36,1
136,2,1.36,0
136,3,1.36,1
136,4,1.36,1
136,5,1.36,1
136,6,1.36,0
136,7,1.36,1
137,0,1.37,0
137,1,1.37,1
137,2,1.37,0
137,3,1.37,1
137,4,1.37,1
137,5,1.37,1
137,6,1.37,0
137,7,1.37,1
138,0,1.38,0
138,1,1.38,1
138,2,1.38,0
138,3,1.38,1
138,4,1.38,1
138,5,1.38,1
138,6,1.38,0
138,7,1.38,1
139,0,1.39,0
139,1,1.39,1
139,2,1.39,0
139,3,1.39,1
139,4,1.39,1
139,5,1.39,1
139,6,1.39,0
139,7,1.39,1
140,0,1.4,0
140,1,1.4,1
140,2,1.4,0
140,3,1.4,1
140,4,1.4,1
140,5,1.4,1
140,6,1.4,0
140,7,1.4,1
141,0,1.41,1
141,1,1.41,1
141,2,1.41,0
141,3,1.41,1
141,4,1.41,1
141,5,1.41,1
141,6,1.41,0
141,7,1.41,1
142,0,1.42,1
142,1,1.42,1
142,2,1.42,0
142,3,1.42,1
142,4,1.42,1
142,5,1.42,0
142,6,1.42,1
142,7,1.42,1
143,0,1.43,1
143,1,1.43,1
143,2,1.43,0
143,3,1.43,1
143,4,1.43,1
143,5,1.43,0
143,6,1.43,1
143,7,1.43,0
144,0,1.44,1
144,1,1.44,0
144,2,1.44,0
144,3,1.44,1
144,4,1.44,1
144,5,1.44,0
144,6,1.44,1
144,7,1.44,0
145,0,1.45,1
145,1,1.45,0
145,2,1.45,1
145,3,1.45,1
145,4,1.45,1
145,5,1.45,0
145,6,1.45,1
145,7,1.45,1
146,0,1.46,1
146,1,1.46,0
146,2,1.46,1
146,3,1.46,1
146,4,1.46,0
146,5,1.46,1
146,6,1.46,1
146,7,1.46,0
147,0,1.47,1
147,1,1.47,1
147,2,1.47,1
147,3,1.47,1
147,4,1.47,0
147,5,1.47,1
147,6,1.47,1
147,7,1.47,0
148,0,1.48,0
148,1,1.48,1
148,2,1.48,1
148,3,1.48,1
148,4,1.48,0
148,5,1.48,1
148,6,1.48,1
148,7,1.48,0
149,0,1.49,0
149,1,1.49,1
149,2,1.49,1
149,3,1.49,1
149,4,1.49,0
149,5,1.49,1
149,6,1.49,1
149,7,1.49,1
150,0,1.5,0
150,1,1.5,1
150,2,1.5,1
150,3,1.5,0
150,4,1.5,0
150,5,1.5,1
150,6,1.5,1
150,7,1.5,1
151,0,1.51,0
151,1,1.51,1
151,2,1.51,1
151,3,1.51,0
151,4,1.51,0
151,5,1.51,1
151,6,1.51,1
151,7,1.51,1
152,0,1.52,1
152,1,1.52,0
152,2,1.52,1
152,3,1.52,0
152,4,1.52,0
152,5,1.52,1
152,6,1.52,1
152,7,1.52,1
153,0,1.53,1
153,1,1.53,0
153,2,1.53,1
153,3,1.53,0
153,4,1.53,0
153,5,1.53,0
153,6,1.53,1
